DatensatzID;Gebietsname;Land;Provinz;Autokennzeichen;Koordinate E;Koordinate N;Datum;Uhrzeit_von;Uhrzeit_bis;Temperatur;Wind;Bewölkung;Regen;Bemerkung (allg.);Artengruppe;Taxonom. Ordnungsnr.;ArtID;Gattung;Art;Trivialname;+/-;Anzahl;Geschlecht;Alter;Beobachtung;Bemerkung;Punktverortung E;Punktverortung N;Uhrzeit;TK25;Best.unsicher;Beob.gesperrt;Belegbildlink;Gebietslink;Kommentare;Bildkommentare
2729604110;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;Schmetterlinge;;-599426505;Eilema;sororcula;Dottergelbes Flechtenbärchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1986604066;https://naturgucker.de/?gebiet=-912713277;0;0
-8372925540;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;InsektenSonstige;;1944049845;Andrena;bicolor;Zweifarbige Sandbiene;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1248070921;https://naturgucker.de/?gebiet=-912713277;0;0
-528496370;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;InsektenSonstige;;286687419;Calocoris;affinis;Grüne Distelwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=31428827;https://naturgucker.de/?gebiet=-912713277;0;0
-7908931360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;InsektenSonstige;;317082790;Limnia;unguicornis;Rotbraune Schneckenfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1168391639;https://naturgucker.de/?gebiet=-912713277;0;0
5315188200;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;InsektenSonstige;;-1958139504;Selandria;serva;Zierliche Gräserblattwespe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-405863024;https://naturgucker.de/?gebiet=-912713277;0;0
-16320994090;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.07.2024;;;;;;;;InsektenSonstige;;-862956617;Tettigonia;viridissima;Grünes Heupferd;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1982707735;https://naturgucker.de/?gebiet=-912713277;0;0
6895483670;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;Schmetterlinge;;428360860;Ochlodes;sylvanus;Rostfarbiger Dickkopffalter;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-833060347;https://naturgucker.de/?gebiet=-912713277;0;0
6281915700;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;InsektenSonstige;;160682047;Chloromyia;formosa;Gewöhnliche Waffenfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1746606226;https://naturgucker.de/?gebiet=-912713277;0;0
-9988174560;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;InsektenSonstige;;2044858176;Eupeodes;latifasciatus;Breitband-Feldschwebfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1225494351;https://naturgucker.de/?gebiet=-912713277;0;0
17740131330;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;InsektenSonstige;;1280157557;Macropis;indet.;Schenkelbiene (alle);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1462357590;https://naturgucker.de/?gebiet=-912713277;0;0
-17483382660;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;InsektenSonstige;;1066492831;Nephrotoma;cornicina;Späte Wiesenschnake;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=922518264;https://naturgucker.de/?gebiet=-912713277;0;0
2921482100;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;TiereSonstige;;-923738141;Misumena;vatia;Veränderliche Krabbenspinne;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2125500334;https://naturgucker.de/?gebiet=-912713277;0;0
-20196197530;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.06.2024;;;;;;;;TiereSonstige;;1702650136;Opilio;canestrinii;Mittelmeer-Weberknecht;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1127017634;https://naturgucker.de/?gebiet=-912713277;0;0
18572539510;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;02.06.2024;;;;;;;;Kaefer;;131765548;Korynetes;caeruleus;Stahlblauer Hecken-Walzenkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=565757975;https://naturgucker.de/?gebiet=-912713277;0;0
8396154040;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;02.06.2024;;;;;;;;Libellen;;-1620792041;Coenagrion;puella;Hufeisen-Azurjungfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2043093839;https://naturgucker.de/?gebiet=-912713277;0;0
20464415290;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;02.06.2024;;;;;;;;TiereSonstige;;-1561576500;Philoscia;muscorum;Gestreifte Moosassel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-775417058;https://naturgucker.de/?gebiet=-912713277;0;0
17096947960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Voegel;176000;1538916412;Phylloscopus;collybita;Zilpzalp;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-15833954430;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Voegel;188000;-1869709004;Sturnus;vulgaris;Star;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-3830446340;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Amphibien;;1115720708;Anguis;fragilis;Blindschleiche;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2036817045;https://naturgucker.de/?gebiet=-912713277;0;0
-1093311960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Schmetterlinge;;-857157013;Pieris;rapae;Kleiner Kohlweißling;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=16736954;https://naturgucker.de/?gebiet=-912713277;0;0
1464229980;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Kaefer;;-307543739;Byctiscus;betulae;Rebenstecher;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-670059988;https://naturgucker.de/?gebiet=-912713277;0;0
2278959120;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;Kaefer;;791961340;Phyllobius;pyri;Kupfriger Blattrüssler;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1465238384;https://naturgucker.de/?gebiet=-912713277;0;0
12831072310;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;-1969992619;Bombus;pascuorum;Ackerhummel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1260735764;https://naturgucker.de/?gebiet=-912713277;0;0
-1456356980;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;376450625;Eupeodes;luniger;Mondfleck-Feldschwebfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2055365196;https://naturgucker.de/?gebiet=-912713277;0;0
-7175144110;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;1580359254;Glyphotaelius;pellucidus;Gebuchtete Marmorflügel-Köcherfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-587238737;https://naturgucker.de/?gebiet=-912713277;0;0
14350229880;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;-654118406;Halictus;scabiosae;Gelbbinden-Furchenbiene;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=793981912;https://naturgucker.de/?gebiet=-912713277;0;0
21458528270;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;1605549098;Nemopoda;nitidula;Ameisenähnliche Glanz-Schwingfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-750976120;https://naturgucker.de/?gebiet=-912713277;0;0
-6149102930;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;04.05.2024;;;;;;;;InsektenSonstige;;-1505974525;Platystoma;seminationis;Gescheckte Breitmundfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1206625577;https://naturgucker.de/?gebiet=-912713277;0;1
7271126870;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;Schmetterlinge;;581190037;Anorthoa;munda;Zweifleck-Kätzcheneule;;1;;Raupe L2;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-902300221;https://naturgucker.de/?gebiet=-912713277;0;0
18835415970;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;Kaefer;;769547116;Agelastica;alni;Blauer Erlenblattkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2135145598;https://naturgucker.de/?gebiet=-912713277;0;0
8585614440;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;Libellen;;-1761536774;Pyrrhosoma;nymphula;Frühe Adonislibelle;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=767607146;https://naturgucker.de/?gebiet=-912713277;0;0
6539005950;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;InsektenSonstige;;-1570398771;Anthomyia;procellaris;Kleine Regenfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1820936882;https://naturgucker.de/?gebiet=-912713277;0;1
19223329600;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;InsektenSonstige;;486462834;Chrysoperla;carnea;Gemeine Florfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=173440967;https://naturgucker.de/?gebiet=-912713277;0;0
19822985310;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;InsektenSonstige;;519924466;Harpocera;thoracica;Frühe Eichen-Weichwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1158127880;https://naturgucker.de/?gebiet=-912713277;0;0
-19136200750;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;InsektenSonstige;;-547667541;Nephrotoma;indet.;Krähenschnake (alle);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=626991319;https://naturgucker.de/?gebiet=-912713277;0;0
-5547115710;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;26.04.2024;;;;;;;;InsektenSonstige;;1385992131;Nomada;flava;Gelbe Wespenbiene;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1867620524;https://naturgucker.de/?gebiet=-912713277;0;0
-4711083060;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;16100;-2021634647;Anas;platyrhynchos;Stockente;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
7389451660;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;153700;-1143804961;Garrulus;glandarius;Eichelhäher;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
8370821850;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;161500;412520663;Cyanistes;caeruleus;Blaumeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-11830466400;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;161700;-219564940;Parus;major;Kohlmeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-20095617940;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;186500;-205443828;Troglodytes;troglodytes;Zaunkönig;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
16535596750;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Voegel;196300;2108177940;Erithacus;rubecula;Rotkehlchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-14597234600;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Schmetterlinge;;-1894419234;Esperia;sulphurella;Schwefelgelber Totholzfalter;;1;;Imago;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1118391215;https://naturgucker.de/?gebiet=-912713277;0;1
-18354034150;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Schmetterlinge;;-1287232989;Gonepteryx;rhamni;Zitronenfalter;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
2649570510;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Schmetterlinge;;1051557045;Pararge;aegeria;Waldbrettspiel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277;0;0
-19109678790;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Schmetterlinge;;904680128;Timandra;comae;Ampferspanner;;1;;Raupe L4;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=553891333;https://naturgucker.de/?gebiet=-912713277;0;1
-1304799160;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Kaefer;;-1079938878;Bruchus;atomarius;Frühlingsplatterbsen-Samenkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1670414823;https://naturgucker.de/?gebiet=-912713277;0;0
-18589273760;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.04.2024;;;;;;;;Kaefer;;-640249076;Glischrochilus;hortensis;Garten-Glanzkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=972277894;https://naturgucker.de/?gebiet=-912713277;0;1
